"","code","sections","college","sub_college","abbr","no","title","student","A","tgp","avg"
"4909","ITAL 201",10,NA,NA,"ITAL",201,"INTERMEDIATE",177,35,617.7,3.48983050847458
"4910","ITAL 202",6,NA,NA,"ITAL",202,"INTERMEDIATE",104,23,361.9,3.47980769230769
"4911","ITAL 203",5,"College of Arts and Sciences","Humanities","ITAL",203,"INTERMEDIATE",111,28,383.1,3.45135135135135
"4912","ITAL 250",7,NA,NA,"ITAL",250,"ROME",283,49,947,3.34628975265018
"4913","ITAL 260",6,NA,NA,"ITAL",260,"FASHION NATION CLTR",175,37,550.7,3.14685714285714
"4914","ITAL 261",3,NA,NA,"ITAL",261,"ITALIAN CITIES",186,44,619.5,3.33064516129032
"4915","ITAL 262",4,NA,NA,"ITAL",262,"DANTE & MIDDLE AGES",83,43,287.5,3.46385542168675
"4916","ITAL 301",4,NA,NA,"ITAL",301,"ADV SYNTAX & COMP",74,10,255.4,3.45135135135135
"4917","ITAL 302",4,NA,NA,"ITAL",302,"ADV SYNTAX & COMP",64,12,223.9,3.4984375
"4918","ITAL 303",1,NA,NA,"ITAL",303,"ITALIAN STYLISTICS",20,7,74,3.7
"4919","ITAL 341",1,NA,NA,"ITAL",341,"ITAL TRANSLATION",20,3,72,3.6
"4920","ITAL 351",2,NA,NA,"ITAL",351,"CONTEM ITAL CULTURE",35,12,122.5,3.5
"4921","ITAL 354",1,NA,NA,"ITAL",354,"TRAVEL MIGRTN EXILE",25,11,90,3.6
"4922","ITAL 356",1,"College of Arts and Sciences","Humanities","ITAL",356,"SOCIETY IN FILM",31,19,117.8,3.8
"4923","ITAL 366",3,NA,NA,"ITAL",366,"SOCIETY IN FILM",59,20,204.8,3.47118644067797
"4924","ITAL 401",1,NA,NA,"ITAL",401,"MEDIEVAL ITAL RDGS",20,4,68,3.4
"4925","ITAL 402",2,NA,NA,"ITAL",402,"ERLY MOD ITL RDGS-1",36,14,132.8,3.68888888888889
"4926","ITAL 404",1,NA,NA,"ITAL",404,"MOD ITAL RDGS-1",21,13,79.8,3.8
"4927","ITAL 405",2,NA,NA,"ITAL",405,"MOD ITAL RDGS-2",35,15,131.5,3.75714285714286
"4928","ITAL 465",1,NA,NA,"ITAL",465,"CONTMP ITAL NARRATV",18,11,68.4,3.8
"4929","ITAL 470",1,NA,NA,"ITAL",470,"DANTE",25,4,85,3.4
"4930","JAPAN 111",28,NA,NA,"JAPAN",111,"1ST-YR JAPANESE",1956,761,6502.1,3.32418200408998
"4931","JAPAN 112",27,NA,NA,"JAPAN",112,"1ST-YR JAPANESE",1612,265,4924.7,3.05502481389578
"4932","JAPAN 113",29,NA,NA,"JAPAN",113,"1ST-YR JAPANESE",1511,375,4761.2,3.15102581072138
"4933","JAPAN 134",10,NA,NA,"JAPAN",134,"FIRST-YR INTEN JAPN",311,63,878.3,2.82411575562701
"4934","JAPAN 211",30,NA,NA,"JAPAN",211,"2ND-YR JAPANESE",1303,232,4123.1,3.16431312356101
"4935","JAPAN 212",30,NA,NA,"JAPAN",212,"2ND-YR JAPANESE",1172,176,3696.9,3.15435153583618
"4936","JAPAN 213",30,NA,NA,"JAPAN",213,"2ND-YR JAPANESE",1054,152,3322.2,3.15199240986717
"4937","JAPAN 234",12,NA,NA,"JAPAN",234,"SECND-YR INTEN JAPN",280,54,892,3.18571428571429
"4938","JAPAN 311",28,NA,NA,"JAPAN",311,"3RD-YR JAPANESE",853,100,2625.5,3.07796014067995
"4939","JAPAN 312",24,NA,NA,"JAPAN",312,"THIRD-YEAR JAPANESE",662,103,2123.7,3.20800604229607
"4940","JAPAN 313",14,NA,NA,"JAPAN",313,"3RD-YR JAPANESE",346,68,1118.4,3.23236994219653
"4941","JAPAN 317",3,"College of Arts and Sciences","Humanities","JAPAN",317,"CHANOYU",71,13,238.7,3.36197183098592
"4942","JAPAN 321",10,NA,NA,"JAPAN",321,"JAPAN LIT I",374,89,1206.6,3.22620320855615
"4943","JAPAN 322",8,NA,NA,"JAPAN",322,"JAPAN LIT II",268,62,887.3,3.31082089552239
"4944","JAPAN 325",5,"College of Arts and Sciences","Humanities","JAPAN",325,"INTRO JPNSE FILM",117,38,381.4,3.25982905982906
"4945","JAPAN 334",7,NA,NA,"JAPAN",334,"THIRD-YR JAPN",149,20,425.6,2.85637583892617
"4946","JAPAN 342",9,NA,NA,"JAPAN",342,"THE JAPANESE LANG",266,40,814.6,3.06240601503759
"4947","JAPAN 343",9,NA,NA,"JAPAN",343,"JAPANESE LANG IN SOC",273,66,864.2,3.16556776556777
"4948","JAPAN 360",19,NA,NA,"JAPAN",360,"TPCS JAPAN CULTURE",497,117,1624.9,3.26941649899396
"4949","JAPAN 361",5,NA,NA,"JAPAN",361,"TOPICS JPNSES FILM",127,25,415.9,3.2748031496063
"4950","JAPAN 380",2,NA,NA,"JAPAN",380,"AVANT/POP ART&CLTR",43,9,137.5,3.19767441860465
"4951","JAPAN 421",14,NA,NA,"JAPAN",421,"4TH-YR JAPANESE",264,34,754.8,2.85909090909091
"4952","JAPAN 422",8,NA,NA,"JAPAN",422,"4TH-YR JAPANESE",149,23,459.2,3.08187919463087
"4953","JAPAN 423",4,NA,NA,"JAPAN",423,"4TH-YR JAPANESE",64,9,190.8,2.98125
"4954","JAPAN 431",8,NA,NA,"JAPAN",431,"RDGS MOD JAPAN LIT",171,43,570.9,3.33859649122807
"4955","JAPAN 432",7,NA,NA,"JAPAN",432,"RDGS MOD JAPAN LIT",138,53,462.1,3.34855072463768
"4956","JAPAN 433",7,NA,NA,"JAPAN",433,"RDGS MOD JAPAN LIT",145,43,477.3,3.29172413793103
"4957","JAPAN 435",2,NA,NA,"JAPAN",435,"MODERN JAPAN LIT SEM",31,12,113.1,3.64838709677419
"4958","JAPAN 440",6,NA,NA,"JAPAN",440,"INTRO JAPAN LING",147,31,458.2,3.11700680272109
"4959","JAPAN 441",7,NA,NA,"JAPAN",441,"JPNSE L2 ACQUISTION",176,51,570.1,3.23920454545455
"4960","JAPAN 443",5,NA,NA,"JAPAN",443,"JPNSE SOCIOLINGUIST",90,17,275.5,3.06111111111111
"4961","JAPAN 460",2,NA,NA,"JAPAN",460,"RDNGS JAPANESE CLTR",47,17,157.6,3.3531914893617
"4962","JAPAN 471",5,NA,NA,"JAPAN",471,"INTR CLSCL JPNSE",93,21,284.1,3.05483870967742
"4963","JAPAN 481",1,NA,NA,"JAPAN",481,"JAPNSE THRU CONTENT",20,10,70,3.5
"4964","JEW ST 175",1,NA,NA,"JEW ST",175,"HOLOCAUST FILM",28,6,95.2,3.4
"4965","JEW ST 210",1,NA,NA,"JEW ST",210,"JEWISH HUMOR",33,8,115.5,3.5
"4966","JEW ST 318",1,NA,NA,"JEW ST",318,"JEWISH LIT & FILM",18,1,55.8,3.1
"4967","JEW ST 337",1,NA,NA,"JEW ST",337,"HOLOCAUST & AMERICA",28,6,95.2,3.4
"4968","JEW ST 357",1,"College of Arts and Sciences","Social Sciences","JEW ST",357,"JEWISH AM LIT &CLTR",17,1,52.7,3.1
"4969","JSIS 123",15,NA,NA,"JSIS",123,"INTRO GLOBALIZATION",422,91,1340.2,3.17582938388626
"4970","JSIS 194",1,NA,NA,"JSIS",194,"STUDY ABROAD EUROPE",15,15,60,4
"4971","JSIS 200",9,NA,NA,"JSIS",200,"STATES & CAPITALISM",1662,255,5630.9,3.38802647412756
"4972","JSIS 201",13,NA,NA,"JSIS",201,"MAKING OF 21ST CENT",2349,382,7640.3,3.25257556406982
"4973","JSIS 202",6,NA,NA,"JSIS",202,"CULTURAL INTERACTNS",1194,298,4107.7,3.44028475711893
"4974","JSIS 203",8,"College of Arts and Sciences","Social Sciences","JSIS",203,"RISE OF ASIA",508,45,1630.9,3.21043307086614
"4975","JSIS 222",3,"College of Arts and Sciences","Social Sciences","JSIS",222,"MARKETS & ECONOMIES",112,37,395.4,3.53035714285714
"4976","JSIS 278",1,"College of Arts and Sciences","Social Sciences","JSIS",278,"GLOBAL CHALLENGES",23,2,71.3,3.1
"4977","JSIS 300",5,NA,NA,"JSIS",300,"CLAIMS & EVIDENCE",123,67,460.8,3.74634146341463
"4978","JSIS 478",26,"College of Arts and Sciences","Social Sciences","JSIS",478,"SPEC TOPICS GLOBAL",534,180,1909.7,3.57621722846442
"4979","JSIS 481",1,NA,NA,"JSIS",481,"SPEC TOPICS AFRICA",16,5,59.2,3.7
"4980","JSIS 484",9,NA,NA,"JSIS",484,"SPEC TOPICS E ASIA",202,36,708.5,3.50742574257426
"4981","JSIS 487",1,NA,NA,"JSIS",487,"SPEC TPCS MID EAST",22,15,81.4,3.7
"4982","JSIS 490",1,NA,NA,"JSIS",490,"SPEC TOPICS RELIG",15,3,46.5,3.1
"4983","JSIS 495",30,NA,NA,"JSIS",495,"TASK FORCE",505,366,1939.3,3.84019801980198
"4984","JSIS 498",33,"College of Arts and Sciences","Social Sciences","JSIS",498,"ADVANCED READINGS",550,219,2024,3.68
"4985","JSIS 500",3,"College of Arts and Sciences","Social Sciences","JSIS",500,"ORIGINS GLOBAL SYST",52,36,199,3.82692307692308
"4986","JSIS 501",1,NA,NA,"JSIS",501,"COMPARTV INTL STDYS",19,16,74.1,3.9
"4987","JSIS 511",3,"College of Arts and Sciences","Social Sciences","JSIS",511,"RSRCH DSGN & MTHDS",71,5,230,3.23943661971831
"4988","JSIS 512",1,"College of Arts and Sciences","Social Sciences","JSIS",512,"QUAL DATA ANALYSIS",18,18,70.2,3.9
"4989","JSIS 530",1,"College of Arts and Sciences","Social Sciences","JSIS",530,"WORLD ORDER",20,7,74,3.7
"4990","JSIS 531",1,NA,NA,"JSIS",531,"ASIA IN THE WORLD",19,12,72.2,3.8
"4991","JSIS 532",1,NA,NA,"JSIS",532,"GLOBAL CHALLENGES",20,1,70,3.5
"4992","JSIS 534",1,NA,NA,"JSIS",534,"INTL LAW & FORCE",20,6,76,3.8
"4993","JSIS 535",1,NA,NA,"JSIS",535,"TECH/SOCITY & FUTUR",18,10,68.4,3.8
"4994","JSIS 536",1,NA,NA,"JSIS",536,"GLOBAL ECON TRENDS",20,5,74,3.7
"4995","JSIS 538",1,NA,NA,"JSIS",538,"GOVERNANCE &CORRUPT",20,4,72,3.6
"4996","JSIS 539",1,"College of Arts and Sciences","Social Sciences","JSIS",539,"DIPLOMATIC ENGAGEMNT",21,13,79.8,3.8
"4997","JSIS 540",2,NA,NA,"JSIS",540,"INTL DEVELOPMENT",36,24,133.6,3.71111111111111
"4998","JSIS 541",2,NA,NA,"JSIS",541,"RELIGION & CONFLICT",30,11,108,3.6
"4999","JSIS 542",1,NA,NA,"JSIS",542,"DIMENSNS OF SECURITY",20,5,74,3.7
"5000","JSIS 545",3,NA,NA,"JSIS",545,"CLIENT PROJECT II",55,8,201.6,3.66545454545455
"5001","JSIS 546",3,NA,NA,"JSIS",546,"THE GLOBAL SOUTH",57,48,220.4,3.86666666666667
"5002","JSIS 547",1,NA,NA,"JSIS",547,"STATES & SOCIETIES",20,4,72,3.6
"5003","JSIS 549",3,NA,NA,"JSIS",549,"CAPSTONE SIMULATION",70,52,263,3.75714285714286
"5004","JSIS 578",2,NA,NA,"JSIS",578,"SPEC TOPICS GLOBAL",35,35,138,3.94285714285714
"5005","JSIS 589",1,NA,NA,"JSIS",589,"SPEC TOPICS REECA",21,21,84,4
"5006","JSIS A 101",2,NA,NA,"JSIS A",101,"ISRAEL/GLOBAL CNTXT",36,5,115.6,3.21111111111111
"5007","JSIS A 202",1,"College of Arts and Sciences","Social Sciences","JSIS A",202,"INTRO MOD SO. ASIA",19,4,53.2,2.8
"5008","JSIS A 205",4,NA,NA,"JSIS A",205,"FILIPINO HISTORIES",85,17,292,3.43529411764706
"5009","JSIS A 206",1,NA,NA,"JSIS A",206,"CONTEMP INDIA/PKSTN",22,1,68.2,3.1
"5010","JSIS A 207",6,NA,NA,"JSIS A",207,"ASIA CIVS-TRADTIONS",264,61,845,3.20075757575758
"5011","JSIS A 210",3,"College of Arts and Sciences","Social Sciences","JSIS A",210,"ISLAMIC CIVILZATION",62,26,205.2,3.30967741935484
"5012","JSIS A 212",5,NA,NA,"JSIS A",212,"HIST OF KOREAN CIV",168,15,525.8,3.1297619047619
"5013","JSIS A 213",4,NA,NA,"JSIS A",213,"KOREA/WRLD POLITICS",89,2,303.7,3.4123595505618
"5014","JSIS A 221",3,NA,NA,"JSIS A",221,"HISTORY OF SE ASIA",87,3,275.8,3.17011494252874
"5015","JSIS A 224",4,NA,NA,"JSIS A",224,"CULTR & MEDIA FORMS",118,37,394.8,3.34576271186441
"5016","JSIS A 239",1,NA,NA,"JSIS A",239,"GREECE ANCNT TO MODN",29,7,92.8,3.2
"5017","JSIS A 240",1,NA,NA,"JSIS A",240,"GREECE TODAY",38,8,140.6,3.7
"5018","JSIS A 241",3,NA,NA,"JSIS A",241,"JAPAN CIVILIZATION",62,21,197.8,3.19032258064516
"5019","JSIS A 242",7,NA,NA,"JSIS A",242,"INTRO CONTEMP JAPAN",371,93,1172.5,3.16037735849057
"5020","JSIS A 244",2,NA,NA,"JSIS A",244,"IMP & ANTI-COL ASIA",39,1,124.3,3.18717948717949
"5021","JSIS A 254",1,"College of Arts and Sciences","Social Sciences","JSIS A",254,"CHINA IN 20th CENT",20,1,64,3.2
"5022","JSIS A 260",3,NA,NA,"JSIS A",260,"FASHION NATION CLTR",77,11,232.8,3.02337662337662
"5023","JSIS A 265",2,"College of Arts and Sciences","Social Sciences","JSIS A",265,"THE VIET NAM WARS",42,5,138.6,3.3
"5024","JSIS A 270",1,NA,NA,"JSIS A",270,"NAT PEOPLE PAC NW",15,11,54,3.6
"5025","JSIS A 295",1,NA,NA,"JSIS A",295,"JEWS & GERMAN CLTR",15,2,51,3.4
"5026","JSIS A 301",7,NA,NA,"JSIS A",301,"EUROPE TODAY",376,36,1287,3.42287234042553
"5027","JSIS A 302",1,NA,NA,"JSIS A",302,"POLTIC/CULTURES EUR",24,1,76.8,3.2
"5028","JSIS A 305",2,NA,NA,"JSIS A",305,"CHANGING GENERATNS",38,7,134.8,3.54736842105263
"5029","JSIS A 314",1,"College of Arts and Sciences","Social Sciences","JSIS A",314,"ISRAEL/GLOBAL CNTXT",18,6,55.8,3.1
"5030","JSIS A 316",1,NA,NA,"JSIS A",316,"MODERN SOUTH ASIA",17,10,59.5,3.5
"5031","JSIS A 322",1,NA,NA,"JSIS A",322,"POLIT ECON LAT AMER",15,0,39,2.6
"5032","JSIS A 323",1,"College of Arts and Sciences","Social Sciences","JSIS A",323,"U.S. LAT AM RELATNS",25,12,92.5,3.7
"5033","JSIS A 324",6,NA,NA,"JSIS A",324,"HUMAN RIGHTS LAT AM",260,22,855.5,3.29038461538462
"5034","JSIS A 325",2,NA,NA,"JSIS A",325,"MODERN MEXICO",41,17,135.3,3.3
"5035","JSIS A 328",2,NA,NA,"JSIS A",328,"GENDER SEX CHINA",32,6,100.9,3.153125
"5036","JSIS A 340",1,"College of Arts and Sciences","Social Sciences","JSIS A",340,"SOUTH ASIA - POL",16,5,56,3.5
"5037","JSIS A 342",1,NA,NA,"JSIS A",342,"LATIN AMERICA POL",33,10,122.1,3.7
"5038","JSIS A 349",2,NA,NA,"JSIS A",349,"MIGRTN IN MEDTRN",35,10,126,3.6
"5039","JSIS A 362",4,NA,NA,"JSIS A",362,"POLIT ECON - AFRICA",81,19,260.1,3.21111111111111
"5040","JSIS A 370",1,NA,NA,"JSIS A",370,"HAN CHIN SOC CLTR",20,1,62,3.1
"5041","JSIS A 402",2,"College of Arts and Sciences","Social Sciences","JSIS A",402,"MID EAST IN MOD WLD",48,7,156,3.25
"5042","JSIS A 403",2,NA,NA,"JSIS A",403,"REPRESENT MOD CHINA",30,19,109.5,3.65
"5043","JSIS A 404",2,NA,NA,"JSIS A",404,"RELIGION IN CHINA",46,4,144.8,3.14782608695652
"5044","JSIS A 405",4,NA,NA,"JSIS A",405,"SOC CHANGE E ASIA",113,20,378.9,3.35309734513274
"5045","JSIS A 408",6,NA,NA,"JSIS A",408,"GOVT & POL-CHINA",181,17,554.3,3.06243093922652
"5046","JSIS A 416",6,NA,NA,"JSIS A",416,"NATO",196,126,744,3.79591836734694
"5047","JSIS A 420",1,NA,NA,"JSIS A",420,"POSTSOVIET SECURITY",21,1,63,3
"5048","JSIS A 423",8,NA,NA,"JSIS A",423,"HIST MODERN JAPAN",226,47,718.2,3.17787610619469
"5049","JSIS A 424",6,NA,NA,"JSIS A",424,"POSTWAR JAPAN",192,21,564.1,2.93802083333333
"5050","JSIS A 429",3,NA,NA,"JSIS A",429,"ECO-CAPITALISM",54,23,199.9,3.70185185185185
"5051","JSIS A 430",7,NA,NA,"JSIS A",430,"SECURITY AFFAIRS",153,90,567.1,3.70653594771242
"5052","JSIS A 431",4,"College of Arts and Sciences","Social Sciences","JSIS A",431,"DEMOGRAPHIC ASIA",78,19,267.2,3.42564102564103
"5053","JSIS A 435",5,NA,NA,"JSIS A",435,"GOVT & POL JAPAN",121,36,392.7,3.24545454545455
"5054","JSIS A 437",2,NA,NA,"JSIS A",437,"JAPAN INTL RELATNS",41,6,127.8,3.11707317073171
"5055","JSIS A 448",6,"College of Arts and Sciences","Social Sciences","JSIS A",448,"MOD KOREAN SOCIETY",120,16,380.8,3.17333333333333
"5056","JSIS A 449",2,"College of Arts and Sciences","Social Sciences","JSIS A",449,"ANTH MODERN JAPAN",49,10,169.9,3.46734693877551
"5057","JSIS A 454",2,NA,NA,"JSIS A",454,"HIST MDRN CHINA",37,7,118.3,3.1972972972973
"5058","JSIS A 456",2,"College of Arts and Sciences","Social Sciences","JSIS A",456,"CHINESE SOC HISTORY",34,6,104.6,3.07647058823529
"5059","JSIS A 459",7,NA,NA,"JSIS A",459,"US-CHINA RELATIONS",165,23,515.4,3.12363636363636
"5060","JSIS A 464",1,NA,NA,"JSIS A",464,"CONTEMP SOCIETY PRC",15,3,54,3.6
"5061","JSIS A 465",4,NA,NA,"JSIS A",465,"INTL HUMANITARN LAW",85,19,305.7,3.59647058823529
"5062","JSIS A 468",1,NA,NA,"JSIS A",468,"RUSSIA &INTL SYSTEM",17,14,66.3,3.9
"5063","JSIS A 469",3,NA,NA,"JSIS A",469,"N KOREAN SOCIETY",72,14,240.8,3.34444444444444
"5064","JSIS A 473",4,"College of Arts and Sciences","Social Sciences","JSIS A",473,"POL ECON JAPAN",94,12,293,3.11702127659574
"5065","JSIS A 478",4,NA,NA,"JSIS A",478,"JAPAN BUSINESS/TECH",87,3,243.5,2.79885057471264
"5066","JSIS A 493",2,"College of Arts and Sciences","Social Sciences","JSIS A",493,"WATER AND SECURITY",40,9,148,3.7
"5067","JSIS B 100",2,NA,NA,"JSIS B",100,"ISSUES INTL STUDIES",42,9,139.3,3.31666666666667
"5068","JSIS B 103",1,NA,NA,"JSIS B",103,"SOCIETY & THE OCEANS",19,7,64.6,3.4
"5069","JSIS B 145",1,NA,NA,"JSIS B",145,"INTRO JUDAISM",24,2,76.8,3.2
"5070","JSIS B 180",11,NA,NA,"JSIS B",180,"INTRO TO GLOBAL HLTH",263,33,831.4,3.16121673003802
"5071","JSIS B 201",1,"College of Arts and Sciences","Social Sciences","JSIS B",201,"RELIGIONS.WESTERN",65,21,221,3.4
"5072","JSIS B 202",1,NA,NA,"JSIS B",202,"RELIGIONS,EASTERN",77,16,231,3
"5073","JSIS B 216",1,NA,NA,"JSIS B",216,"SCIENCE AND SOCIETY",16,4,56,3.5
"5074","JSIS B 220",1,NA,NA,"JSIS B",220,"INTRO NEW TESTAMENT",54,1,156.6,2.9
"5075","JSIS B 250",1,NA,NA,"JSIS B",250,"JEWISH CULTURAL HIST",22,3,72.6,3.3
"5076","JSIS B 254",1,NA,NA,"JSIS B",254,"AMERICAN RELIGIONS",56,13,168,3
"5077","JSIS B 264",1,NA,NA,"JSIS B",264,"VIOLENC RACE MEMORY",25,3,87.5,3.5
"5078","JSIS B 269",1,NA,NA,"JSIS B",269,"HOLOCAUST, HIST&MEM",32,3,99.2,3.1
"5079","JSIS B 307",3,NA,NA,"JSIS B",307,"RELIG & WORLD POL",91,9,303.6,3.33626373626374
"5080","JSIS B 310",6,NA,NA,"JSIS B",310,"3RD WORLD STATE SOC",171,33,574,3.35672514619883
"5081","JSIS B 311",6,"College of Arts and Sciences","Social Sciences","JSIS B",311,"MYTH OF WAR",151,17,461.3,3.05496688741722
"5082","JSIS B 312",3,NA,NA,"JSIS B",312,"MONEY & MARRIAGE",69,16,251.4,3.64347826086957
"5083","JSIS B 320",3,NA,NA,"JSIS B",320,"YOGA HIST & PRACTICE",135,91,501.6,3.71555555555556
"5084","JSIS B 321",1,NA,NA,"JSIS B",321,"U.S. NATL SECURITY",25,2,87.5,3.5
"5085","JSIS B 324",6,NA,NA,"JSIS B",324,"IMMIGRATION",224,124,839.7,3.74866071428571
"5086","JSIS B 330",5,NA,NA,"JSIS B",330,"INTL POL ECON",213,27,696.7,3.27089201877934
"5087","JSIS B 331",16,"College of Arts and Sciences","Social Sciences","JSIS B",331,"POL ECON OF DEVELOP",664,180,2288.6,3.44668674698795
"5088","JSIS B 332",6,NA,NA,"JSIS B",332,"POL ECON INT TRADE",238,58,806.9,3.39033613445378
"5089","JSIS B 333",1,NA,NA,"JSIS B",333,"GENDER & GLOBALIZN",15,2,52.5,3.5
"5090","JSIS B 335",5,NA,NA,"JSIS B",335,"DEVELOPING WORLD",99,40,348.9,3.52424242424242
"5091","JSIS B 337",2,NA,NA,"JSIS B",337,"COLLECTIVE VIOLENCE",58,8,192.4,3.31724137931035
"5092","JSIS B 340",1,NA,NA,"JSIS B",340,"THE COLD WAR",15,0,48,3.2
"5093","JSIS B 345",7,NA,NA,"JSIS B",345,"WOMEN INTL ECON DEV",197,41,677.7,3.44010152284264
"5094","JSIS B 346",3,NA,NA,"JSIS B",346,"DISABILITY GLOBAL",65,19,231,3.55384615384615
"5095","JSIS B 351",7,NA,NA,"JSIS B",351,"GLOBAL ENVIRONMENT",226,65,783.7,3.46769911504425
"5096","JSIS B 352",3,NA,NA,"JSIS B",352,"HINDUISM",61,24,210.3,3.44754098360656
"5097","JSIS B 355",3,NA,NA,"JSIS B",355,"CYBERSECURITY",95,39,348.7,3.67052631578947
"5098","JSIS B 360",2,NA,NA,"JSIS B",360,"U.S. IN THE WORLD",62,22,221.3,3.56935483870968
"5099","JSIS B 361",2,NA,NA,"JSIS B",361,"GEOPOL OF LANGUAGE",34,29,131.1,3.85588235294118
"5100","JSIS B 364",1,NA,NA,"JSIS B",364,"VIOLENC MYTH MEMORY",16,0,56,3.5
"5101","JSIS B 366",3,NA,NA,"JSIS B",366,"COMP LAW & CLTR",144,27,508.7,3.53263888888889
"5102","JSIS B 371",1,NA,NA,"JSIS B",371,"GLOBL CRIME & CORRUP",72,12,244.8,3.4
"5103","JSIS B 375",3,"College of Arts and Sciences","Social Sciences","JSIS B",375,"GEOPOLITICS",68,34,248.6,3.65588235294118
"5104","JSIS B 380",1,NA,NA,"JSIS B",380,"THEORIES STDY RELIG",15,0,49.5,3.3
"5105","JSIS B 385",2,NA,NA,"JSIS B",385,"INDUSTRY & STATE",71,13,259.2,3.65070422535211
"5106","JSIS B 408",1,"College of Arts and Sciences","Social Sciences","JSIS B",408,"EARLY CHURCH",23,4,73.6,3.2
"5107","JSIS B 416",3,NA,NA,"JSIS B",416,"PSYCHOANLYS INT ST",71,16,231.1,3.25492957746479
"5108","JSIS B 420",3,NA,NA,"JSIS B",420,"FAILED STATES",81,9,270.4,3.33827160493827
"5109","JSIS B 423",5,NA,NA,"JSIS B",423,"AMER FOREIGN POLICY",104,13,378.1,3.63557692307692
"5110","JSIS B 424",6,NA,NA,"JSIS B",424,"INTL LAW/ARMS CNTRL",194,132,732.7,3.77680412371134
"5111","JSIS B 425",3,"College of Arts and Sciences","Social Sciences","JSIS B",425,"INTL LAW/ARMS CNTRL",83,32,303.6,3.6578313253012
"5112","JSIS B 426",6,NA,NA,"JSIS B",426,"WORLD POLITICS",203,18,671.9,3.30985221674877
"5113","JSIS B 427",3,"College of Arts and Sciences","Social Sciences","JSIS B",427,"WEAPONS MASS DESTR",61,11,213.1,3.49344262295082
"5114","JSIS B 429",3,"College of Arts and Sciences","Social Sciences","JSIS B",429,"INTL NUCL NONPROLIF",79,28,295.1,3.73544303797468
"5115","JSIS B 430",3,"College of Arts and Sciences","Social Sciences","JSIS B",430,"LATE IND & SOC CHGE",62,6,219.5,3.54032258064516
"5116","JSIS B 431",5,NA,NA,"JSIS B",431,"INTL NEGOT SIMULATN",94,14,339.9,3.61595744680851
"5117","JSIS B 433",2,NA,NA,"JSIS B",433,"ENVIR DEGRAD TROPIC",34,13,124.2,3.65294117647059
"5118","JSIS B 436",3,NA,NA,"JSIS B",436,"ETHNIC POLITICS",88,19,295.4,3.35681818181818
"5119","JSIS B 441",6,NA,NA,"JSIS B",441,"FORCED MIGRATIONS",185,88,679.6,3.67351351351351
"5120","JSIS B 446",2,"College of Arts and Sciences","Social Sciences","JSIS B",446,"HIST MEMORY JUSTICE",39,7,137.1,3.51538461538462
"5121","JSIS B 455",2,NA,NA,"JSIS B",455,"INTL ENVIRON POLICY",58,31,215,3.70689655172414
"5122","JSIS B 457",1,NA,NA,"JSIS B",457,"HIST BIBL INTERPRET",16,13,60.8,3.8
"5123","JSIS B 472",2,NA,NA,"JSIS B",472,"ELECTORAL SYSTEMS",35,19,120.6,3.44571428571429
"5124","JSIS C 120",1,"College of Arts and Sciences","Social Sciences","JSIS C",120,"YOGA PAST & PRESENT",20,15,78,3.9
"5125","JSIS C 145",6,"College of Arts and Sciences","Social Sciences","JSIS C",145,"INTRO JUDAISM",150,17,496.2,3.308
"5126","JSIS C 155",1,"College of Arts and Sciences","Social Sciences","JSIS C",155,"HEROES & HERETICS",16,10,57.6,3.6
"5127","JSIS C 175",2,NA,NA,"JSIS C",175,"HOLOCAUST FILM",67,15,221,3.29850746268657
"5128","JSIS C 201",4,"College of Arts and Sciences","Social Sciences","JSIS C",201,"RELIGIONS,WESTERN",286,94,963.4,3.36853146853147
"5129","JSIS C 202",4,NA,NA,"JSIS C",202,"RELIGIONS,EASTERN",214,56,711.8,3.32616822429907
"5130","JSIS C 210",1,NA,NA,"JSIS C",210,"JEWISH HUMOR",34,1,112.2,3.3
"5131","JSIS C 212",1,NA,NA,"JSIS C",212,"INTRO TO THE QUR'AN",20,7,74,3.7
"5132","JSIS C 220",3,NA,NA,"JSIS C",220,"INTRO NEW TESTAMENT",192,41,634.9,3.30677083333333
"5133","JSIS C 240",2,"College of Arts and Sciences","Social Sciences","JSIS C",240,"HEBREW BIBLE",48,43,180.3,3.75625
"5134","JSIS C 250",3,NA,NA,"JSIS C",250,"JEWISH CULTURAL HIST",76,25,263.2,3.46315789473684
"5135","JSIS C 254",1,NA,NA,"JSIS C",254,"AMERICAN RELIGIONS",18,6,64.8,3.6
"5136","JSIS C 269",2,NA,NA,"JSIS C",269,"HOLOCAUST, HIST&MEM",49,6,161.7,3.3
"5137","JSIS C 305",1,NA,NA,"JSIS C",305,"MDRN RELIG THOUGHT",24,11,86.4,3.6
"5138","JSIS C 307",4,"College of Arts and Sciences","Social Sciences","JSIS C",307,"RELIG & WORLD POL",122,19,399,3.27049180327869
"5139","JSIS C 320",1,NA,NA,"JSIS C",320,"COMPAR STUDY DEATH",17,3,56.1,3.3
"5140","JSIS C 321",1,"College of Arts and Sciences","Social Sciences","JSIS C",321,"COMP RELIGION",17,13,64.6,3.8
"5141","JSIS C 322",3,"College of Arts and Sciences","Social Sciences","JSIS C",322,"GOSPELS",70,10,227.2,3.24571428571429
"5142","JSIS C 329",1,NA,NA,"JSIS C",329,"RELG/IDEN/CLTR PLRL",18,8,66.6,3.7
